帖子编号,固定链接,发布消息,类型,国家/地区,语言,发了帖子,受众定位,广告发布期间帖子总覆盖人数,广告发布期间帖子自然覆盖人数,广告发布期间帖子付费覆盖人数,广告发布期间帖子总展示次数,广告发布期间帖子自然展示次数,广告发布期间帖子付费展示次数,广告发布期间互动用户人数,广告发布期间帖子消费者人数,广告发布期间帖子使用量,广告发布期间的负面反馈,广告发布期间用户负面反馈次数,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子覆盖人数（按赞主页的用户）,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子对赞主页用户的付费覆盖人数,广告发布期间赞主页和与帖子互动的用户人数,"广告发布期间 95% 自然观看量","广告发布期间 95% 自然观看量","广告发布期间 95% 视频付费观看量","广告发布期间 95% 视频付费观看量",广告发布期间视频自然观看量,广告发布期间视频自然观看量,广告发布期间视频付费观看量,广告发布期间视频付费观看量,广告发布期间的视频平均观看时间,视频总时长,"广告发布期间（帖子）谈论次数（按操作类型） - share","广告发布期间（帖子）谈论次数（按操作类型） - like","广告发布期间（帖子）谈论次数（按操作类型） - comment","广告发布期间的帖子动态（按操作类型） - share","广告发布期间的帖子动态（按操作类型） - like","广告发布期间的帖子动态（按操作类型） - comment","广告发布期间帖子消费者（按类型） - other clicks","广告发布期间帖子消费者（按类型） - photo view","广告发布期间帖子消费者（按类型） - video play","广告发布期间帖子消费者（按类型） - link clicks","广告发布期间帖子使用量 - 按类型 - other clicks","广告发布期间帖子使用量 - 按类型 - photo view","广告发布期间帖子使用量 - 按类型 - video play","广告发布期间帖子使用量 - 按类型 - link clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_all_clicks","广告发布期间用户负面反馈次数 - 按类型 - unlike_page_clicks","广告发布期间用户负面反馈次数 - 按类型 - report_spam_clicks","广告发布期间的负面反馈 - hide_clicks","广告发布期间的负面反馈 - hide_all_clicks","广告发布期间的负面反馈 - unlike_page_clicks","广告发布期间的负面反馈 - report_spam_clicks"
169799706487474_1232885143512253,https://www.facebook.com/CGTNFrancais/videos/1232885143512253/,"#Macron #MacronenChine : Emmanuel Macron, en première visite officielle en Chine, va offrir au président chinois Xi Jinping un cheval de la Garde républicaine, une &quot;diplomatie du cheval&quot; inédite et un geste d'amitié envers son hôte, a indiqué l'Elysée à l'AFP.

&quot;Lors de sa visite à Paris en 2014, le président Xi avait été escorté des Invalides à l'Elysée par 104 cavaliers de la Garde républicaine et avait été fasciné par ce savoir-faire d'excellence&quot;, a expliqué la présidence.

&quot;Désireux de tisser des liens d'amitié avec les chefs d'Etat étrangers, plus qu'un cadeau, Emmanuel Macron a voulu faire un geste diplomatique&quot;, souligne l'Elysée. Ce geste répond à la &quot;diplomatie du panda&quot; chinoise, par laquelle en 2012 Pékin a prêté à la France un couple de pandas, dont le bébé a été baptisé en novembre par l'épouse du président, Brigitte Macron. 

Baptisé &quot;Vésuve de Brekka&quot;, ce hongre bai brun de 8 ans provenant d'un petit élevage de la Manche a rejoint la Garde républicaine en 2012. Emmanuel Macron offrira aussi son harnachement et un sabre gravé de cette phrase: &quot;M. Emmanuel Macron – Président de la République Française – Pékin – Janvier 2018&quot;. 

La France conclut aussi &quot;un accord de partenariat entre la Garde républicaine et les autorités chinoises, qui valorise l’excellence de la filière équine française dotée de nombreux atouts pour accompagner le développement de ce secteur en Chine&quot;. L’accord de partenariat entre la Garde républicaine et la Chine prévoit une mission d’expertise en Chine et des actions de formation en France. 

Vésuve de Brekka a voyagé jusqu’en Chine dans un avion spécial, accompagné du chef vétérinaire et du cavalier soigneur de la Garde républicaine. Ils sont arrivés le 4 janvier et prendront soin du cheval dans une ferme de quarantaine. Ce dernier rejoindra l'écurie présidentielle de M. Xi. 

(Avec AFP / Source vidéo : compte Facebook officiel d' Emmanuel Macron)",Video,,,"01/09/2018 04:00:00 AM"," ",44692,44295,0,76406,75399,0,3294,2959,5000,8,8,73599,43121,0,0,2954,359,359,0,0,6552,6699,0,0,8228,160277,59,522,5,66,538,6,2659,11,1535,,3252,12,1736,,7,1,,,7,1,,
169799706487474_1232848213515946,https://www.facebook.com/CGTNFrancais/videos/1232848213515946/,"#Macron  #MacronEnChine : Quand le président français Emmanuel Macron, en visite officielle en Chine, apprend à dire son slogan &quot;Make our planet great again&quot;... en chinois mandarin ! (&quot;让地球再次伟大&quot;, en phonétique chinoise : rang di qiu zai ci wei da) (Source vidéo : compte Facebook officiel d' Emmanuel Macron)",Video,,,"01/09/2018 03:00:00 AM"," ",62103,59547,0,105267,101977,0,3255,2871,4665,11,12,99093,57766,0,0,2819,1242,1253,0,0,11120,11726,0,0,8887,84007,67,522,22,71,534,24,2637,8,1249,,3287,8,1370,,7,5,,,7,4,,
169799706487474_1232791136854987,https://www.facebook.com/CGTNFrancais/videos/1232791136854987/,"#CorrespondantsSpéciaux Au commencement de la nouvelle année, CGTN Français vous présente une série spéciale consacrée aux trésors d'Égypte. Aujourd'hui nous nous rendrons au Musée du Caire pour admirer les statues d'Akhenaton et de Nefertiti.",Video,,,"01/09/2018 01:45:00 AM"," ",33823,33276,0,58871,58110,0,3085,2863,4830,5,6,56305,31654,0,0,2598,101,107,0,0,4227,4294,0,0,6696,206590,38,356,7,41,366,8,2325,1,1847,,2833,1,1996,,4,2,,,3,2,,
169799706487474_1232906640176770,https://www.facebook.com/CGTNFrancais/videos/1232906640176770/,"Culture Express 09/01",Video,,,"01/09/2018 01:03:58 AM"," ",25767,24619,0,41652,39685,0,3023,2474,3346,12,12,35992,21973,0,0,2741,22,22,0,0,5775,5861,0,0,10855,684501,59,841,120,65,1127,141,1064,1,1946,,1314,1,2031,,7,4,,1,7,4,,1
169799706487474_1232788096855291,https://www.facebook.com/CGTNFrancais/posts/1232788096855291,"Chine : les sociétés de livraison express ont distribué plus de 40 milliards de colis en 2017, un chiffre en hausse de 28% sur un an, a annoncé lundi le régulateur national du service postal.

Les coursiers ont donc livré plus de 100 millions de colis par jour en 2017 ! Une évolution permise par le développement constant des infrastructures postales en 2017, année durant laquelle 1.000 centres de stockage et de livraison ont été construits.

Le chiffre d'affaires du secteur postal devrait atteindre 976 milliards de yuans (125,4 milliard d'euros), en hausse de 32% en glissement annuel, alors que les recettes ont augmenté de 23,5%, selon le Bureau national de la Poste.

Le secteur du service de la distribution express a joué un rôle important dans la réduction de la pauvreté, alors qu'environ 900 projets ont aidé des paysans à vendre leurs produits.",Photo,,,"01/09/2018 12:29:01 AM"," ",48482,48120,0,89262,88826,0,1182,686,771,4,4,87483,47286,0,0,1134,0,0,0,0,0,0,0,0,0,0,3,538,1,4,539,1,323,389,,,364,407,,,3,1,,,3,1,,
169799706487474_1232844210183013,https://www.facebook.com/CGTNFrancais/videos/1232844210183013/,"#Reportage sur le thème « Nouvelle ère, nouvelle image et nouvelle action » 
Construit en 1473, le temple Danatudeng est situé à plus de 4 000 mètres d’altitude dans le territoire de Renqinze. Installé dans le comté de Xietongmen, au sein de la ville de Shigatse, il s’agit d’un des quatre principaux temples du bouddhisme Sakya au #
+Tibet. S’il y a généralement peu de touristes au temple Danatudeng en hiver, il est néanmoins beaucoup plus animé ces derniers mois que par le passé. En effet, le temple a autofinancé une usine d’encens tibétain fin juillet, et a recruté des familles en difficultés financières dans les villages voisins pour y travailler.",Video,,,"01/08/2018 11:57:40 PM"," ",370737,43176,331508,435097,64861,366277,31575,30555,32301,5,5,125180,96305,83209,75491,6914,87,88,1365,1365,3867,4296,63321,66079,9337,219945,164,1428,9,191,1461,14,2963,2,28869,1,3710,2,28588,1,1,3,,1,1,3,,1
169799706487474_1232838766850224,https://www.facebook.com/CGTNFrancais/posts/1232838766850224,"La Corée du Sud et la République populaire démocratique de Corée (#RPDC) ont entamé mardi un dialogue intergouvernemental de haut niveau au poste-frontière de Panmunjeom, a annoncé le ministère sud-coréen de l'Unification. La République populaire démocratique de Corée (RPDC) enverra une délégation de haut niveau ainsi que des athlètes et des supporters aux Jeux olympiques d'hiver qui se tiendront en Corée du Sud, a rapporté mardi la presse sud-coréenne.",Photo,,,"01/08/2018 11:30:00 PM"," ",102458,98710,0,172425,167445,0,2963,1595,1789,10,11,165461,97839,0,0,2831,0,0,0,0,0,0,0,0,0,0,80,1400,19,82,1427,25,852,809,,,935,854,,,5,4,,2,5,4,,2
169799706487474_1232790270188407,https://www.facebook.com/CGTNFrancais/videos/1232790270188407/,"#MacronEnChine Avant son départ pour la Chine, le président français a parlé des relations bilatérales et de ses attentes concernant sa visite d'État en Chine lors d'une interview exclusive à la CCTV. Écoutons-le maintenant.",Video,,,"01/08/2018 10:55:00 PM"," ",42918,41035,0,68091,64505,0,1704,1472,2222,10,10,62048,39347,0,0,1394,247,249,0,0,6669,6859,0,0,11334,354814,31,330,10,32,337,10,1380,1,445,,1740,1,481,,7,3,,,7,3,,
169799706487474_1232784130189021,https://www.facebook.com/CGTNFrancais/videos/1232784130189021/,"#MacronEnChine Les relations entre la Chine et la France sont de plus en plus étroites et les échanges culturels sont devenus une fenêtre pour permettre aux peuples des deux pays de mieux se comprendre. Nous avons visité à Beijing un salon français pour voir comment les Chinois font connaissance avec la culture française.",Video,,,"01/08/2018 09:50:00 PM"," ",16781,16781,0,29439,29439,0,728,596,941,1,1,28390,16309,0,0,651,66,66,0,0,1959,1994,0,0,4357,92457,,153,1,,157,1,539,1,281,,648,1,292,,,1,,,,1,,
169799706487474_1232780710189363,https://www.facebook.com/CGTNFrancais/videos/1232780710189363/,"#MacronEnChine Le Président français Emmanuel Macron a visité la Cité interdite avec dix élèves du Lycée franco-chinois ce mardi 9 janvier matin, au cours du deuxième jour de sa première visite officielle en Chine. Nous sommes allés découvrir leur établissement scolaire situé à Beijing, première école publique chinoise à non seulement enseigner le français mais aussi donner des cours en français !",Video,,,"01/08/2018 08:55:00 PM"," ",686858,66300,620249,772966,98213,638951,27732,25336,28395,7,7,224755,176081,154601,138829,8819,542,542,2719,2723,15254,16642,173479,184248,10804,203347,320,3131,103,342,3131,126,7559,3,19243,1,9124,3,19267,1,4,3,,,4,3,,
169799706487474_1232782173522550,https://www.facebook.com/CGTNFrancais/videos/1232782173522550/,"#MacronEnChine Les relations sino-françaises entrent dans une nouvelle étape avec la visite du président français Emmanuel Macron en Chine. Et les échanges culturelles pourraient être très utiles en renforçant ces relations. Retour sur certains des événements culturels bilatéraux les plus marquants en 2017.",Video,,,"01/08/2018 07:50:00 PM"," ",17233,17233,0,29550,29544,0,753,647,1128,2,2,28525,16696,0,0,690,36,36,0,0,2006,2103,0,0,4385,184702,4,133,1,4,137,1,588,2,347,,740,2,386,,1,1,,,1,1,,
169799706487474_1232743676859733,https://www.facebook.com/CGTNFrancais/posts/1232743676859733,"#MacronEnChine A l'invitation du Président chinois Xi Jinping, M. Macron effectue une visite d'Etat en Chine du 8 au 10 janvier. Il a choisi Xi'an, capitale de la province chinoise du Shaanxi (nord-ouest), comme première étape de sa visite. Lors de son séjour à Xi'an, il s'est rendu dans des sites culturels et touristiques tels que le musée du Mausolée de l'empereur Qin Shi Huang (259 av. J.-C. - 210 av. J.-C.), la grande Pagode de l'Oie sauvage, la Grande Mosquée de Xi'an et a prononcé un discours dans le Parc national du Patrimoine Palais Daming. Il a appelé la Chine et la France à assumer des responsabilités conjointes, et à déployer leur sagesse afin de bâtir un avenir radieux pour le monde.",Photo,,,"01/08/2018 06:40:00 PM"," ",106141,105610,0,183916,181824,0,3739,2379,2957,13,14,179670,104769,0,0,3654,0,0,0,0,0,0,0,0,0,0,52,1518,13,52,1557,16,841,1784,,,1052,1905,,,3,11,,,3,10,,
169799706487474_1232740576860043,https://www.facebook.com/CGTNFrancais/posts/1232740576860043,"#MacronEnChine Le Président chinois Xi Jinping a rencontré lundi soir son homologue français Emmanuel Macron à la Résidence des hôtes d'Etat à Beijing. Le Président français effectue une visite d'Etat en #Chine de lundi à mercredi. Il est arrivé lundi après-midi à Beijing après une visite d'une demi-journée dans la ville chinoise de Xi'an (nord-ouest).",Photo,,,"01/08/2018 05:38:20 PM"," ",94325,92766,0,161211,158083,0,3150,1915,2289,12,12,156162,91967,0,0,3023,0,0,0,0,0,0,0,0,0,0,53,1412,38,56,1461,46,829,1254,,,961,1328,,,5,7,,,5,7,,
169799706487474_1232010720266362,https://www.facebook.com/CGTNFrancais/videos/1232010720266362/,"#MacronEnChine La Chine, un marché important pour les marques françaises

En amont de la visite d'État d'Emmanuel Macron en Chine, CGTN s'est entretenu avec des responsables d'entreprises multinationales françaises à Shanghai, pour recueillir leur attentes.",Video,,,"01/08/2018 12:30:00 PM"," ",29831,29466,0,53818,53257,0,1593,1370,2484,5,5,51856,28553,0,0,1474,176,178,0,0,2976,3198,0,0,5510,124030,24,267,4,28,265,4,1260,12,760,,1622,13,849,,2,3,,,2,3,,
169799706487474_1232168780250556,https://www.facebook.com/CGTNFrancais/posts/1232168780250556,"Plus de 1 500 entreprises chinoises au CES de Las Vegas

Environ 1 551 entreprises chinoises participeront cette année à l'exposition internationale d'électronique grand public (International Consumer Electronics Show, CES), qui représente plus d'un tiers du total des participants, a déclaré l'organisateur.

L'intelligence artificielle, la maison intelligente, la robotique, les véhicules intelligents et les drones seront au cœur de ce salon annuel, qui débutera le 9 janvier et se terminera le 12 janvier. Les préparatifs sont en cours dans le hall d'exposition de 55 000 mètres carrés.",Photo,,,"01/08/2018 11:00:00 AM"," ",122113,121056,0,214130,212519,0,4754,2627,3083,9,9,210133,119322,0,0,4664,0,0,0,0,0,0,0,0,0,0,54,2141,9,54,2187,9,904,1915,,,1051,2032,,,5,4,,,5,4,,
169799706487474_1232131853587582,https://www.facebook.com/CGTNFrancais/posts/1232131853587582,"#TopCGTN Incroyable ! Ce &quot;routeur wifi&quot; est un trésor national !

Si les peuples anciens peuvaient utiliser l’Internet, ils pourraient peut-être se connecter au resau wifi à travers ce &quot;router&quot;... En fait, ce n’est pas un vrai routeur Wi-fi, c’est un trésor nationale découvert par les archéologues chinois en mars 1959. Des archéologues pensaient que c’est un instrument de musique, et les autres croyaient qu’il était utilisé comme bloc de semelle... Mais jusqu'à aujourd'hui, son utilisation n’a pas été confirmée officiellement. 

Suivez-nous sur Twitter pour en savoir plus : https://goo.gl/p1W5Wi",Photo,,,"01/08/2018 10:00:01 AM"," ",65011,64755,0,118398,117951,0,1900,1169,1327,4,4,116424,63721,0,0,1857,0,0,0,0,0,0,0,0,0,0,17,734,7,21,746,9,595,632,,4,656,667,,4,3,1,,,3,1,,
169799706487474_1231979986936102,https://www.facebook.com/CGTNFrancais/posts/1231979986936102,"Sénégal : &quot;toutes les dispositions&quot; prises pour &quot;retrouver et sanctionner&quot; les auteurs de la tuerie en Casamance (ministre) 

Le gouvernement sénégalais a pris &quot;toutes les dispositions&quot; pour &quot;retrouver et sanctionner&quot; les auteurs de la tuerie de 13 jeunes survenue samedi en Casamance dans le sud pays, a dit le ministre de l'Intérieur, Aly Ngouille Ndiaye, dimanche. Il conduisait une délégation ministérielle pour &quot;évaluer la situation sécuritaire&quot; et présenter les condoléances aux familles des victimes.

De jeunes gengs étaient partis en brousse à la recherche de bois aux environs de la ville de Ziguinchor et auraient dépassé la zone tampon séparant les positions de l'armée sénégalaise de celles des rebelles du Mouvement des forces démocratiques de la Casamance (MFDC). Ils ont été &quot;surpris dans la forêt classée de Boffa par une bande de 15 hommes qui les ont attaqués, tuant certains d'entre eux et blessant les autres&quot;, selon l'Agence de presse sénégalaise (APS), citant le chef de la Direction de l'Information et des Relations publiques de l'armée sénégalaise, le colonel Abdoul Ndiaye.",Photo,,,"01/08/2018 09:00:00 AM"," ",219077,214647,0,396450,387223,0,11175,8503,9981,47,48,383234,211986,0,0,10759,0,0,0,0,0,0,0,0,0,0,111,2988,57,115,3022,67,2839,6393,,,3162,6819,,,32,16,,,31,15,,
169799706487474_1232097786924322,https://www.facebook.com/CGTNFrancais/posts/1232097786924322,"#TopCGTN Vague de froid aux Etats-Unis : les habitants locaux ont sauvé les animaux “gelés”

Les États-Unis affrontent un froid exceptionnel, depuis une dizaine de jours. Même pour la Floride, le &quot;Sunshine State&quot; (l'Etat ensoleillé), surnom donné à l'Etat du sud de l'Amérique. Et visiblement, la situation ne semble pas près de s'améliorer. Conséquence quelque peu insolite, des iguanes &quot;frigorifiés&quot; tombent des arbres, et des tortues marines “gelées” se trouvent au bord de la mer... Heureusement les habitants locaux ont mené des actions et sauvé plusieurs animaux “gelés”.

Suivez-nous sur Twitter pour en savoir plus : https://goo.gl/p1W5Wi",Photo,,,"01/08/2018 08:00:00 AM"," ",117629,117259,0,210087,208771,0,7191,5879,6773,9,9,206145,115962,0,0,7082,0,0,0,0,0,0,0,0,0,0,45,1742,7,45,1742,8,1378,4946,,1,1630,5142,,1,2,6,,1,2,6,,1
169799706487474_1232121486921952,https://www.facebook.com/CGTNFrancais/posts/1232121486921952,"#TopCGTN Yue Jingxia, une femme de 82 ans qui habite à Hefei, dans la province chinoise de l'Anhui, située à l'est du pays, a conquis le cœur des internautes en postant des photos d'elle jouant au basketball. Surnommée «Mamie basket» par les internautes, Yue a expliqué être tombée amoureuse du basketball quand elle n'était qu'en primaire et a ajouté que le sport était son secret pour rester saine et heureuse ! #basketball #sport #grandmère #mamie #granny #basket #grandmother #old #sporty #sportive #santé #chine #china #chinoise #chinese #chinesepeople #stillyoung

Suivez-nous sur Twitter pour en savoir plus : https://goo.gl/p1W5Wi",Photo,,,"01/08/2018 07:00:01 AM"," ",75768,75429,0,134291,133369,0,2723,1470,1710,5,5,131768,74404,0,0,2652,0,0,0,0,0,0,0,0,0,0,13,1355,12,13,1355,14,575,974,,2,668,1040,,2,2,3,,,2,3,,
169799706487474_1231981673602600,https://www.facebook.com/CGTNFrancais/videos/1231981673602600/,"#CorrespondantsSpéciaux Trésors d'Égypte : Statue de Cheikh El Balad

Au commencement de la nouvelle année, CGTN-F vous présente une série spéciale consacrée aux trésors d'Égypte. Aujourd'hui nous vous invitons à découvrir la statue de Cheikh El Balad, dans le musée du Caire.",Video,,,"01/08/2018 06:00:00 AM"," ",29426,29176,0,52158,51730,0,1784,1558,2511,4,5,50052,28040,0,0,1489,73,75,0,0,3776,4095,0,0,6213,223294,28,302,1,30,308,1,1169,18,964,,1465,19,1027,,1,4,,,1,3,,
169799706487474_1232013636932737,https://www.facebook.com/CGTNFrancais/posts/1232013636932737,"Suivez-nous sur Instagram : cgtnfrancais ! 
Wei Zhaozhong, un villageois de 70 ans de la province du Shandong qui a consacré 50 ans de sa vie à la peinture sur argile, est un représentant de l'héritage culturel intangible que sont les sculptures à l'argile peintes. En cinquante ans, il a créé et peint plus de 100 000 sculptures d'argile. Un art que lui a enseigné son père lorsqu'il n'avait que 15 ans. (photos : Dong Fang IC) #villageois #art #argile #peinture #sculpture #père #héritage #tradition #culture #chinesecrafts #chine #china #chineseculture #chinese #village #shandong",Photo,,,"01/08/2018 05:00:00 AM"," ",71475,71323,0,131706,131327,0,2025,1349,1542,8,14,129504,70145,0,0,1972,0,0,0,0,0,0,0,0,0,0,11,733,8,12,759,8,445,974,,,508,1034,,,10,4,,,4,4,,
169799706487474_1232101643590603,https://www.facebook.com/CGTNFrancais/videos/1232101643590603/,"#MacronEnChine Des accords majeurs en amont de la visite d'État d'Emmanuel Macron en Chine

Anticipant la visite du président français en Chine, la Chine et la France ont beaucoup travaillé sur des projets pour une plus grande coopération dans divers domaines. Une série d'échanges de haut niveau a eu lieu au cours des trois derniers mois, qui ont porté de nombreux résultats positifs.",Video,,,"01/08/2018 04:00:24 AM"," ",7568,7110,0,13289,12022,0,288,219,292,0,0,11519,6690,0,0,202,42,42,0,0,434,455,0,0,3084,41534,4,81,1,8,83,1,134,7,118,,160,7,125,,,,,,,,,
169799706487474_1232258456908255,https://www.facebook.com/CGTNFrancais/videos/1232258456908255/,"Xi Jinping : La nouvelle ère de la Chine dans laquelle « personne ne doit être laissé en arrière »
Après 40 ans de réforme, d'ouverture et de développement, la Chine se trouve dans une « nouvelle ère ». Le but ultime de cette période est le « grand renouveau de la nation chinoise », plan établi par le président chinois #XiJinping, qui prévoit de pousser son pays dans une « nouvelle ère » au cours de laquelle « personne ne doit être laissé en arrière ». #GuanghuaStudio",Video,,,"01/08/2018 03:10:38 AM"," ",4948372,139686,4744194,6426533,176219,6137994,246001,230659,266990,39,39,1039290,692423,959614,665187,38065,1173,1199,17764,17764,34056,37501,1052325,1236228,8817,371113,2946,19956,577,3065,20120,745,41249,19,198709,307,53968,19,212680,323,22,13,,4,22,13,,4
